Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,8,102.0,depression,painless lumps,loss of appetite,lumpy virus
buffalo,3,101.3,loss of appetite,depression,swelling in muscle,blackleg
goat,5,102.7,swelling in muscle,crackling sound,depression,blackleg
cow,15,101.6,fatigue,sweats,chest discomfort,anthrax
cow,6,100.1,swelling in muscle,depression,loss of appetite,blackleg
cow,13,100.0,sweats,shortness of breath,fatigue,anthrax
cow,15,101.7,chest discomfort,swelling in neck,chills,anthrax
goat,10,103.8,lameness,loss of appetite,sores on mouth,foot and mouth
goat,9,105.0,chills,swelling in extremities,sweats,anthrax
goat,10,103.7,depression,loss of appetite,painless lumps,lumpy virus
buffalo,2,104.8,chills,shortness of breath,chest discomfort,anthrax
sheep,1,100.5,depression,swelling in limb,crackling sound,blackleg
cow,4,101.9,difficulty walking,loss of appetite,sores on hooves,foot and mouth
goat,5,100.2,swelling in extremities,sweats,chest discomfort,anthrax
cow,13,102.9,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,12,101.3,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,13,104.6,depression,painless lumps,loss of appetite,lumpy virus
sheep,2,102.1,difficulty walking,loss of appetite,sores on mouth,foot and mouth
cow,6,100.9,crackling sound,lameness,swelling in limb,blackleg
sheep,8,101.4,difficulty walking,loss of appetite,sores on mouth,foot and mouth
goat,3,102.7,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
cow,15,101.5,fatigue,chills,swelling in neck,anthrax
cow,15,102.7,nasal discharge,depression,loss of appetite,pneumonia
goat,7,102.6,blisters on gums,difficulty walking,loss of appetite,foot and mouth
sheep,2,104.3,loss of appetite,depression,painless lumps,lumpy virus
goat,4,101.5,painless lumps,loss of appetite,depression,lumpy virus
sheep,10,103.6,chills,chest discomfort,shortness of breath,anthrax
goat,5,103.6,swelling in muscle,lameness,loss of appetite,blackleg
sheep,1,104.2,loss of appetite,difficult breathing,depression,pneumonia
sheep,5,103.5,sweats,chest discomfort,chills,anthrax
buffalo,4,101.5,sores on tongue,loss of appetite,difficulty walking,foot and mouth
cow,11,100.2,swelling in extremities,sweats,chest discomfort,anthrax
cow,5,104.0,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,4,101.8,depression,loss of appetite,swelling in muscle,blackleg
cow,1,103.4,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,12,102.8,depression,loss of appetite,painless lumps,lumpy virus
sheep,7,104.7,painless lumps,loss of appetite,depression,lumpy virus
cow,8,101.2,shortness of breath,chills,fatigue,anthrax
goat,9,100.7,depression,difficulty walking,crackling sound,blackleg
goat,1,104.4,difficult breathing,loss of appetite,depression,pneumonia
goat,5,100.5,fatigue,chills,shortness of breath,anthrax
buffalo,13,102.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,7,104.6,sweats,fatigue,shortness of breath,anthrax
sheep,6,101.6,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,7,100.9,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
sheep,9,102.5,shortness of breath,chills,fatigue,anthrax
goat,6,103.7,sweats,fatigue,chest discomfort,anthrax
cow,12,100.2,crackling sound,depression,lameness,blackleg
goat,1,101.9,blisters on tongue,loss of appetite,lameness,foot and mouth
sheep,1,103.2,depression,crackling sound,difficulty walking,blackleg
goat,9,100.7,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
cow,9,103.6,loss of appetite,depression,painless lumps,lumpy virus
sheep,8,100.4,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
sheep,2,103.8,crackling sound,difficulty walking,swelling in limb,blackleg
buffalo,11,102.8,lameness,blisters on gums,loss of appetite,foot and mouth
sheep,3,104.8,loss of appetite,lameness,sores on mouth,foot and mouth
buffalo,4,103.4,loss of appetite,depression,coughing,pneumonia
buffalo,10,100.4,difficulty walking,loss of appetite,blisters on gums,foot and mouth
cow,4,100.3,sores on gums,lameness,loss of appetite,foot and mouth
cow,8,104.7,lameness,loss of appetite,sores on tongue,foot and mouth
buffalo,8,102.0,crackling sound,depression,lameness,blackleg
sheep,3,100.4,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,15,101.2,depression,loss of appetite,painless lumps,lumpy virus
buffalo,5,104.5,sores on hooves,loss of appetite,lameness,foot and mouth
buffalo,6,104.7,swelling in abdomen,fatigue,sweats,anthrax
cow,15,100.3,loss of appetite,crackling sound,swelling in muscle,blackleg
sheep,7,102.8,loss of appetite,swelling in limb,crackling sound,blackleg
cow,15,102.2,chills,fatigue,swelling in extremities,anthrax
goat,9,101.3,fatigue,chest discomfort,shortness of breath,anthrax
cow,13,101.1,depression,loss of appetite,lameness,blackleg
buffalo,15,102.9,swelling in limb,crackling sound,difficulty walking,blackleg
buffalo,9,105.0,loss of appetite,painless lumps,depression,lumpy virus
buffalo,3,101.7,fatigue,chest discomfort,swelling in extremities,anthrax
sheep,1,100.6,chills,sweats,swelling in abdomen,anthrax
sheep,2,100.4,sweats,swelling in extremities,fatigue,anthrax
buffalo,12,100.8,nasal discharge,depression,loss of appetite,pneumonia
goat,6,101.4,crackling sound,swelling in muscle,lameness,blackleg
sheep,10,102.2,shortness of breath,chest discomfort,sweats,anthrax
goat,8,102.9,crackling sound,swelling in muscle,loss of appetite,blackleg
buffalo,14,101.3,sores on gums,loss of appetite,lameness,foot and mouth
goat,5,102.9,swelling in abdomen,sweats,chills,anthrax
cow,9,103.0,sweats,chest discomfort,chills,anthrax
cow,3,104.6,loss of appetite,lameness,sores on hooves,foot and mouth
cow,11,102.6,loss of appetite,depression,difficult breathing,pneumonia
cow,7,105.0,sores on hooves,difficulty walking,loss of appetite,foot and mouth
goat,6,100.1,depression,painless lumps,loss of appetite,lumpy virus
goat,9,101.6,painless lumps,loss of appetite,depression,lumpy virus
cow,9,102.4,swelling in extremities,shortness of breath,chest discomfort,anthrax
sheep,2,104.4,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
cow,1,102.6,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
buffalo,1,104.9,depression,loss of appetite,crackling sound,blackleg
cow,4,103.1,loss of appetite,difficulty walking,crackling sound,blackleg
sheep,4,104.3,blisters on gums,lameness,loss of appetite,foot and mouth
goat,3,104.8,shortness of breath,chest discomfort,fatigue,anthrax
goat,2,100.7,coughing,loss of appetite,depression,pneumonia
sheep,7,101.6,fatigue,chills,shortness of breath,anthrax
cow,1,103.8,loss of appetite,painless lumps,depression,lumpy virus
sheep,6,101.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,13,100.6,difficulty walking,loss of appetite,swelling in muscle,blackleg
buffalo,1,102.7,shortness of breath,sweats,chest discomfort,anthrax
cow,6,104.0,difficulty walking,depression,crackling sound,blackleg
sheep,7,104.4,depression,loss of appetite,painless lumps,lumpy virus
goat,9,100.0,difficult breathing,depression,loss of appetite,pneumonia
goat,3,103.4,nasal discharge,depression,loss of appetite,pneumonia
goat,6,101.7,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,11,102.5,crackling sound,depression,lameness,blackleg
buffalo,4,103.0,difficulty walking,swelling in muscle,loss of appetite,blackleg
cow,12,103.4,lameness,sores on tongue,loss of appetite,foot and mouth
goat,5,101.2,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,14,104.7,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,9,103.8,depression,painless lumps,loss of appetite,lumpy virus
cow,11,103.8,swelling in extremities,chills,fatigue,anthrax
buffalo,2,100.6,chest discomfort,fatigue,sweats,anthrax
goat,6,101.4,chest discomfort,chills,fatigue,anthrax
cow,14,104.1,fatigue,swelling in extremities,chest discomfort,anthrax
goat,9,101.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,7,104.4,painless lumps,loss of appetite,depression,lumpy virus
cow,9,101.4,depression,loss of appetite,swelling in limb,blackleg
cow,11,100.8,depression,loss of appetite,coughing,pneumonia
buffalo,15,105.0,sores on mouth,lameness,loss of appetite,foot and mouth
cow,3,101.7,chills,sweats,shortness of breath,anthrax
goat,7,105.0,crackling sound,loss of appetite,lameness,blackleg
cow,10,100.6,depression,crackling sound,swelling in limb,blackleg
buffalo,15,101.4,lameness,depression,loss of appetite,blackleg
goat,9,104.9,depression,loss of appetite,lameness,blackleg
buffalo,12,102.7,painless lumps,depression,loss of appetite,lumpy virus
sheep,3,103.2,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,5,100.7,fatigue,chills,swelling in neck,anthrax
buffalo,14,103.6,coughing,depression,loss of appetite,pneumonia
goat,3,101.8,swelling in neck,sweats,shortness of breath,anthrax
sheep,4,102.9,sweats,swelling in extremities,shortness of breath,anthrax
sheep,7,102.4,loss of appetite,depression,nasal discharge,pneumonia
goat,3,102.0,fatigue,shortness of breath,chills,anthrax
cow,13,101.9,fatigue,swelling in neck,chest discomfort,anthrax
cow,9,102.9,sores on mouth,loss of appetite,lameness,foot and mouth
goat,8,101.0,sores on tongue,difficulty walking,loss of appetite,foot and mouth
goat,10,102.4,difficulty walking,swelling in muscle,crackling sound,blackleg
sheep,6,102.5,shortness of breath,chest discomfort,swelling in neck,anthrax
sheep,7,101.6,crackling sound,swelling in muscle,loss of appetite,blackleg
cow,15,104.4,depression,painless lumps,loss of appetite,lumpy virus
goat,6,102.2,chills,chest discomfort,swelling in extremities,anthrax
sheep,9,103.9,fatigue,swelling in extremities,shortness of breath,anthrax
buffalo,9,104.5,fatigue,swelling in extremities,sweats,anthrax
buffalo,14,102.5,sores on gums,lameness,loss of appetite,foot and mouth
goat,2,101.0,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
cow,7,102.8,shortness of breath,sweats,chills,anthrax
sheep,4,101.3,sweats,chest discomfort,shortness of breath,anthrax
buffalo,13,100.8,nasal discharge,loss of appetite,depression,pneumonia
buffalo,2,103.2,depression,swelling in limb,difficulty walking,blackleg
goat,4,103.9,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,8,104.0,blisters on tongue,loss of appetite,lameness,foot and mouth
goat,5,103.4,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
cow,8,104.3,depression,nasal discharge,loss of appetite,pneumonia
sheep,1,102.6,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,14,101.5,coughing,loss of appetite,depression,pneumonia
sheep,10,102.4,difficulty walking,sores on hooves,loss of appetite,foot and mouth
cow,11,101.6,sweats,chills,swelling in extremities,anthrax
sheep,1,102.0,painless lumps,loss of appetite,depression,lumpy virus
buffalo,8,103.7,loss of appetite,depression,difficulty walking,blackleg
goat,2,100.1,lameness,loss of appetite,sores on hooves,foot and mouth
sheep,4,104.9,chest discomfort,fatigue,sweats,anthrax
goat,2,101.1,sweats,chest discomfort,fatigue,anthrax
goat,9,100.9,difficulty walking,depression,swelling in limb,blackleg
sheep,4,102.8,depression,loss of appetite,difficulty walking,blackleg
sheep,7,104.0,depression,painless lumps,loss of appetite,lumpy virus
goat,4,102.6,painless lumps,depression,loss of appetite,lumpy virus
goat,10,101.1,crackling sound,loss of appetite,lameness,blackleg
sheep,8,101.7,crackling sound,loss of appetite,depression,blackleg
sheep,10,104.3,depression,coughing,loss of appetite,pneumonia
sheep,10,103.5,loss of appetite,depression,painless lumps,lumpy virus
sheep,2,102.3,depression,difficult breathing,loss of appetite,pneumonia
sheep,2,100.1,loss of appetite,swelling in limb,depression,blackleg
sheep,2,102.1,depression,loss of appetite,crackling sound,blackleg
cow,9,100.0,difficulty walking,loss of appetite,sores on tongue,foot and mouth
cow,1,100.9,sweats,chest discomfort,swelling in abdomen,anthrax
buffalo,7,100.8,painless lumps,depression,loss of appetite,lumpy virus
cow,14,100.8,depression,painless lumps,loss of appetite,lumpy virus
sheep,2,100.1,loss of appetite,sores on hooves,lameness,foot and mouth
cow,15,104.0,loss of appetite,depression,painless lumps,lumpy virus
goat,7,102.3,swelling in extremities,shortness of breath,chest discomfort,anthrax
goat,9,102.3,lameness,loss of appetite,sores on mouth,foot and mouth
cow,11,100.8,shortness of breath,chest discomfort,chills,anthrax
sheep,9,100.3,loss of appetite,nasal discharge,depression,pneumonia
buffalo,12,100.2,sweats,swelling in abdomen,shortness of breath,anthrax
cow,12,102.0,depression,loss of appetite,coughing,pneumonia
buffalo,3,103.6,loss of appetite,depression,difficult breathing,pneumonia
goat,3,102.8,sores on gums,lameness,loss of appetite,foot and mouth
sheep,4,101.4,chills,shortness of breath,swelling in extremities,anthrax
sheep,1,102.6,loss of appetite,blisters on tongue,lameness,foot and mouth
sheep,7,101.6,painless lumps,loss of appetite,depression,lumpy virus
buffalo,1,104.9,shortness of breath,sweats,fatigue,anthrax
buffalo,1,102.5,crackling sound,loss of appetite,swelling in limb,blackleg
goat,8,100.1,fatigue,swelling in neck,chills,anthrax
goat,6,103.5,difficulty walking,sores on tongue,loss of appetite,foot and mouth
goat,2,101.9,loss of appetite,blisters on gums,difficulty walking,foot and mouth
goat,8,101.1,lameness,depression,swelling in muscle,blackleg
buffalo,10,102.4,difficulty walking,loss of appetite,sores on gums,foot and mouth
buffalo,11,102.0,fatigue,chills,chest discomfort,anthrax
goat,4,100.8,loss of appetite,crackling sound,difficulty walking,blackleg
goat,5,101.6,crackling sound,depression,loss of appetite,blackleg
buffalo,1,102.7,difficulty walking,loss of appetite,crackling sound,blackleg
cow,13,101.4,lameness,loss of appetite,sores on gums,foot and mouth
goat,10,104.6,fatigue,swelling in neck,shortness of breath,anthrax
buffalo,2,101.2,lameness,loss of appetite,swelling in muscle,blackleg
cow,1,101.0,chest discomfort,chills,shortness of breath,anthrax
sheep,9,100.0,lameness,loss of appetite,crackling sound,blackleg
buffalo,4,104.6,crackling sound,lameness,depression,blackleg
sheep,10,101.4,depression,painless lumps,loss of appetite,lumpy virus
sheep,5,100.3,sweats,swelling in neck,shortness of breath,anthrax
sheep,3,103.4,depression,loss of appetite,difficulty walking,blackleg
goat,1,101.7,sweats,fatigue,chest discomfort,anthrax
cow,1,103.0,depression,loss of appetite,difficulty walking,blackleg
goat,9,102.9,loss of appetite,lameness,swelling in muscle,blackleg
sheep,8,104.5,nasal discharge,loss of appetite,depression,pneumonia
sheep,8,102.7,loss of appetite,depression,difficulty walking,blackleg
buffalo,9,100.7,loss of appetite,depression,crackling sound,blackleg
sheep,2,101.6,loss of appetite,difficulty walking,sores on tongue,foot and mouth
sheep,8,100.5,lameness,crackling sound,depression,blackleg
buffalo,13,100.8,swelling in limb,difficulty walking,crackling sound,blackleg
goat,4,104.6,fatigue,swelling in abdomen,chills,anthrax
cow,2,102.6,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
buffalo,14,100.4,lameness,sores on hooves,loss of appetite,foot and mouth
cow,7,100.4,painless lumps,depression,loss of appetite,lumpy virus
goat,9,102.4,depression,loss of appetite,difficulty walking,blackleg
cow,8,100.8,loss of appetite,difficulty walking,swelling in limb,blackleg
goat,5,103.0,painless lumps,loss of appetite,depression,lumpy virus
goat,3,102.5,lameness,sores on gums,loss of appetite,foot and mouth
cow,6,100.2,shortness of breath,sweats,chills,anthrax
buffalo,4,100.3,difficulty walking,loss of appetite,blisters on gums,foot and mouth
sheep,3,100.3,swelling in muscle,crackling sound,depression,blackleg
goat,6,100.2,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
cow,7,101.8,loss of appetite,lameness,sores on gums,foot and mouth
buffalo,3,100.4,painless lumps,depression,loss of appetite,lumpy virus
goat,9,102.2,sores on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,12,100.3,crackling sound,loss of appetite,depression,blackleg
cow,15,100.2,lameness,loss of appetite,sores on hooves,foot and mouth
sheep,10,100.3,loss of appetite,blisters on hooves,lameness,foot and mouth
sheep,9,103.2,sores on hooves,loss of appetite,lameness,foot and mouth
goat,6,102.6,shortness of breath,chills,sweats,anthrax
sheep,1,103.0,swelling in abdomen,chest discomfort,sweats,anthrax
buffalo,3,104.3,crackling sound,loss of appetite,swelling in muscle,blackleg
sheep,6,100.1,nasal discharge,loss of appetite,depression,pneumonia
buffalo,4,101.6,painless lumps,depression,loss of appetite,lumpy virus
sheep,3,100.6,loss of appetite,depression,painless lumps,lumpy virus
goat,1,102.3,loss of appetite,lameness,sores on gums,foot and mouth
buffalo,11,100.5,swelling in muscle,difficulty walking,crackling sound,blackleg
goat,9,104.4,painless lumps,loss of appetite,depression,lumpy virus
goat,7,100.1,loss of appetite,blisters on gums,difficulty walking,foot and mouth
goat,3,101.7,depression,painless lumps,loss of appetite,lumpy virus
sheep,1,103.6,painless lumps,loss of appetite,depression,lumpy virus
buffalo,8,101.3,sweats,shortness of breath,chills,anthrax
buffalo,13,103.5,difficulty walking,swelling in muscle,loss of appetite,blackleg
sheep,6,101.0,depression,painless lumps,loss of appetite,lumpy virus
goat,9,102.5,loss of appetite,difficulty walking,depression,blackleg
sheep,7,103.9,depression,painless lumps,loss of appetite,lumpy virus
cow,13,100.9,swelling in neck,fatigue,sweats,anthrax
cow,15,104.0,sweats,swelling in abdomen,shortness of breath,anthrax
cow,5,104.5,depression,swelling in muscle,crackling sound,blackleg
buffalo,9,104.8,difficulty walking,sores on mouth,loss of appetite,foot and mouth
sheep,1,104.2,lameness,blisters on mouth,loss of appetite,foot and mouth
sheep,7,103.7,swelling in muscle,loss of appetite,difficulty walking,blackleg
buffalo,7,101.9,difficulty walking,sores on mouth,loss of appetite,foot and mouth
buffalo,8,101.3,loss of appetite,depression,difficulty walking,blackleg
sheep,4,103.7,depression,loss of appetite,swelling in limb,blackleg
sheep,10,104.7,crackling sound,loss of appetite,swelling in muscle,blackleg
buffalo,14,101.2,loss of appetite,blisters on gums,lameness,foot and mouth
goat,9,100.6,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,7,103.4,loss of appetite,depression,nasal discharge,pneumonia
buffalo,3,104.0,blisters on gums,lameness,loss of appetite,foot and mouth
cow,3,100.8,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
goat,7,102.5,swelling in muscle,lameness,loss of appetite,blackleg
goat,3,101.8,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
buffalo,4,101.3,depression,loss of appetite,swelling in muscle,blackleg
cow,13,104.8,loss of appetite,crackling sound,swelling in limb,blackleg
cow,13,101.4,loss of appetite,blisters on gums,difficulty walking,foot and mouth
sheep,1,102.8,painless lumps,loss of appetite,depression,lumpy virus
cow,1,100.9,loss of appetite,painless lumps,depression,lumpy virus
goat,10,102.2,crackling sound,lameness,depression,blackleg
sheep,8,104.8,lameness,loss of appetite,blisters on mouth,foot and mouth
goat,1,100.2,chills,swelling in abdomen,sweats,anthrax
sheep,7,105.0,crackling sound,lameness,loss of appetite,blackleg
goat,6,102.3,chest discomfort,swelling in neck,fatigue,anthrax
buffalo,4,103.6,swelling in limb,loss of appetite,depression,blackleg
cow,11,102.0,loss of appetite,painless lumps,depression,lumpy virus
sheep,7,102.0,swelling in neck,shortness of breath,chills,anthrax
sheep,10,100.9,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,9,100.6,chest discomfort,sweats,fatigue,anthrax
goat,4,101.5,lameness,blisters on tongue,loss of appetite,foot and mouth
buffalo,1,101.0,difficulty walking,loss of appetite,depression,blackleg
buffalo,8,100.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,5,102.0,shortness of breath,sweats,chills,anthrax
sheep,7,103.7,depression,loss of appetite,difficult breathing,pneumonia
goat,1,101.1,sweats,swelling in extremities,chills,anthrax
sheep,5,101.3,swelling in muscle,difficulty walking,crackling sound,blackleg
cow,6,102.4,painless lumps,loss of appetite,depression,lumpy virus
sheep,9,100.8,fatigue,chills,swelling in abdomen,anthrax
buffalo,1,103.3,sweats,shortness of breath,fatigue,anthrax
buffalo,14,101.0,nasal discharge,depression,loss of appetite,pneumonia
sheep,5,103.8,depression,crackling sound,lameness,blackleg
cow,2,102.5,loss of appetite,nasal discharge,depression,pneumonia
goat,3,100.2,swelling in abdomen,chest discomfort,chills,anthrax
cow,8,101.3,chills,swelling in extremities,sweats,anthrax
cow,13,102.8,swelling in abdomen,chills,sweats,anthrax
buffalo,13,102.2,swelling in limb,loss of appetite,difficulty walking,blackleg
sheep,3,100.5,crackling sound,difficulty walking,swelling in limb,blackleg
goat,3,101.7,lameness,sores on tongue,loss of appetite,foot and mouth
buffalo,13,104.0,painless lumps,depression,loss of appetite,lumpy virus
goat,3,100.8,fatigue,chills,shortness of breath,anthrax
sheep,1,102.8,loss of appetite,depression,difficult breathing,pneumonia
goat,6,104.0,shortness of breath,swelling in neck,chest discomfort,anthrax
cow,7,101.3,lameness,crackling sound,loss of appetite,blackleg
cow,1,100.1,chest discomfort,sweats,shortness of breath,anthrax
cow,1,101.0,loss of appetite,sores on hooves,lameness,foot and mouth
buffalo,5,100.5,painless lumps,loss of appetite,depression,lumpy virus
sheep,8,104.4,loss of appetite,lameness,blisters on hooves,foot and mouth
goat,5,100.2,difficulty walking,loss of appetite,sores on tongue,foot and mouth
cow,8,101.4,swelling in extremities,chills,chest discomfort,anthrax
sheep,7,104.7,sores on gums,loss of appetite,difficulty walking,foot and mouth
cow,11,102.4,loss of appetite,depression,nasal discharge,pneumonia
goat,7,101.7,loss of appetite,difficulty walking,swelling in limb,blackleg
goat,4,100.2,fatigue,chills,sweats,anthrax
cow,11,101.7,difficulty walking,depression,crackling sound,blackleg
cow,13,102.5,sweats,shortness of breath,chest discomfort,anthrax
buffalo,11,101.4,lameness,loss of appetite,depression,blackleg
cow,1,101.4,blisters on tongue,lameness,loss of appetite,foot and mouth
goat,7,102.9,chest discomfort,shortness of breath,chills,anthrax
buffalo,13,100.1,depression,swelling in muscle,loss of appetite,blackleg
buffalo,7,102.7,sweats,shortness of breath,chills,anthrax
buffalo,1,100.6,depression,loss of appetite,painless lumps,lumpy virus
cow,14,102.4,crackling sound,lameness,swelling in muscle,blackleg
cow,3,102.2,depression,loss of appetite,painless lumps,lumpy virus
cow,7,101.1,depression,difficulty walking,swelling in limb,blackleg
sheep,3,100.5,swelling in limb,depression,crackling sound,blackleg
cow,3,102.2,swelling in limb,crackling sound,lameness,blackleg
sheep,8,101.6,loss of appetite,lameness,blisters on tongue,foot and mouth
sheep,3,102.0,fatigue,sweats,chills,anthrax
buffalo,7,101.9,loss of appetite,difficult breathing,depression,pneumonia
sheep,2,101.1,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
sheep,5,104.7,depression,swelling in muscle,lameness,blackleg
cow,2,101.8,depression,difficulty walking,loss of appetite,blackleg
buffalo,15,101.9,loss of appetite,depression,swelling in muscle,blackleg
sheep,10,103.6,sores on tongue,loss of appetite,lameness,foot and mouth
sheep,7,101.1,sweats,fatigue,swelling in abdomen,anthrax
goat,6,102.4,crackling sound,depression,difficulty walking,blackleg
buffalo,15,103.1,depression,painless lumps,loss of appetite,lumpy virus
sheep,8,104.6,fatigue,chills,chest discomfort,anthrax
goat,7,101.0,loss of appetite,painless lumps,depression,lumpy virus
buffalo,4,103.1,depression,painless lumps,loss of appetite,lumpy virus
buffalo,12,100.0,lameness,sores on hooves,loss of appetite,foot and mouth
cow,14,103.6,loss of appetite,difficult breathing,depression,pneumonia
sheep,5,100.8,shortness of breath,swelling in neck,chills,anthrax
buffalo,12,100.3,sores on gums,difficulty walking,loss of appetite,foot and mouth
goat,8,103.4,loss of appetite,nasal discharge,depression,pneumonia
buffalo,15,101.3,loss of appetite,blisters on gums,lameness,foot and mouth
cow,7,101.8,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
buffalo,8,102.7,depression,loss of appetite,painless lumps,lumpy virus
cow,8,103.0,crackling sound,swelling in muscle,loss of appetite,blackleg
goat,9,102.9,loss of appetite,nasal discharge,depression,pneumonia
sheep,7,101.9,depression,loss of appetite,nasal discharge,pneumonia
goat,1,103.1,difficult breathing,loss of appetite,depression,pneumonia
sheep,3,100.1,lameness,crackling sound,swelling in muscle,blackleg
sheep,6,104.8,depression,painless lumps,loss of appetite,lumpy virus
cow,8,103.1,difficulty walking,depression,swelling in muscle,blackleg
goat,8,102.2,swelling in limb,difficulty walking,crackling sound,blackleg
buffalo,12,101.1,depression,coughing,loss of appetite,pneumonia
cow,5,101.4,sores on tongue,lameness,loss of appetite,foot and mouth
goat,6,101.3,loss of appetite,painless lumps,depression,lumpy virus
cow,10,102.9,loss of appetite,depression,nasal discharge,pneumonia
goat,8,102.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,6,104.5,painless lumps,loss of appetite,depression,lumpy virus
sheep,8,103.1,painless lumps,loss of appetite,depression,lumpy virus
sheep,3,103.1,depression,crackling sound,swelling in limb,blackleg
goat,5,101.3,swelling in limb,loss of appetite,depression,blackleg
goat,7,102.2,difficulty walking,crackling sound,swelling in muscle,blackleg
buffalo,8,103.6,chest discomfort,sweats,shortness of breath,anthrax
buffalo,3,102.4,swelling in muscle,depression,crackling sound,blackleg
goat,4,102.8,chills,shortness of breath,sweats,anthrax
cow,10,100.2,loss of appetite,sores on mouth,lameness,foot and mouth
sheep,2,101.1,crackling sound,depression,swelling in limb,blackleg
buffalo,9,100.3,loss of appetite,difficult breathing,depression,pneumonia
cow,10,102.2,depression,coughing,loss of appetite,pneumonia
cow,1,102.0,difficult breathing,depression,loss of appetite,pneumonia
buffalo,10,104.0,loss of appetite,depression,coughing,pneumonia
cow,2,101.6,loss of appetite,depression,coughing,pneumonia
sheep,7,103.5,shortness of breath,chest discomfort,sweats,anthrax
goat,4,104.4,depression,lameness,swelling in limb,blackleg
buffalo,1,101.2,sores on gums,loss of appetite,difficulty walking,foot and mouth
cow,12,100.7,sweats,shortness of breath,fatigue,anthrax
cow,3,104.8,lameness,crackling sound,loss of appetite,blackleg
sheep,1,104.8,loss of appetite,sores on tongue,difficulty walking,foot and mouth
goat,4,102.9,loss of appetite,sores on hooves,difficulty walking,foot and mouth
sheep,4,100.9,swelling in muscle,depression,lameness,blackleg
buffalo,13,102.9,fatigue,chest discomfort,sweats,anthrax
cow,3,100.8,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
cow,5,103.4,crackling sound,depression,swelling in limb,blackleg
buffalo,8,101.4,difficult breathing,depression,loss of appetite,pneumonia
buffalo,10,102.9,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,15,103.7,depression,swelling in limb,loss of appetite,blackleg
goat,4,100.1,sores on hooves,lameness,loss of appetite,foot and mouth
cow,13,102.4,depression,loss of appetite,coughing,pneumonia
buffalo,8,103.4,swelling in limb,crackling sound,lameness,blackleg
buffalo,2,101.6,loss of appetite,difficulty walking,sores on tongue,foot and mouth
goat,5,103.6,fatigue,shortness of breath,chest discomfort,anthrax
buffalo,12,103.8,loss of appetite,depression,nasal discharge,pneumonia
buffalo,2,100.5,difficulty walking,sores on tongue,loss of appetite,foot and mouth
goat,5,104.6,difficulty walking,sores on tongue,loss of appetite,foot and mouth
cow,1,103.6,depression,difficult breathing,loss of appetite,pneumonia
buffalo,12,104.8,sweats,fatigue,chest discomfort,anthrax
buffalo,6,103.8,loss of appetite,sores on hooves,lameness,foot and mouth
cow,1,100.5,blisters on gums,difficulty walking,loss of appetite,foot and mouth
goat,2,102.2,swelling in neck,chest discomfort,shortness of breath,anthrax
buffalo,10,101.2,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
cow,2,104.2,difficult breathing,loss of appetite,depression,pneumonia
goat,6,100.1,crackling sound,swelling in muscle,loss of appetite,blackleg
cow,13,103.3,depression,difficulty walking,crackling sound,blackleg
sheep,5,100.5,fatigue,shortness of breath,chest discomfort,anthrax
cow,9,101.6,fatigue,swelling in extremities,sweats,anthrax
sheep,2,104.6,swelling in abdomen,shortness of breath,chills,anthrax
buffalo,8,103.3,depression,loss of appetite,painless lumps,lumpy virus
